County,location_type,gender,education_level,marital_status,adults,financially_excluded,age,is_youth,is_rural_youth
Kilifi,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,90,0,0
Kajiado,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,47,0,0
Nandi,Rural,Female,Secondary completed ,Single/Never Married,>1 adult Household,1,24,1,1
Wajir,Urban,Male,None ,Married/Living with partner,>1 adult Household,0,38,0,0
Kisumu,Rural,Female,Some technical training after secondary school,Single/Never Married,>1 adult Household,0,21,1,1
Kajiado,Urban,Female,None ,Divorced/separated,>1 adult Household,0,37,0,0
Kisii,Rural,Female,Some primary ,Widowed,1 adult Household,0,56,0,0
Vihiga,Rural,Male,Some primary ,Divorced/separated,1 adult Household,0,34,1,1
Wajir,Urban,Male,Some secondary,Single/Never Married,>1 adult Household,0,18,1,0
Wajir,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,39,0,0
Tana River,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,63,0,0
Kakamega,Rural,Female,None ,Widowed,1 adult Household,0,60,0,0
Samburu,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,30,1,0
Mombasa,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,46,0,0
Tana River,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,48,0,0
Nakuru,Urban,Female,Some university,Married/Living with partner,>1 adult Household,0,27,1,0
Trans Nzoia,Urban,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,18,1,0
West Pokot,Rural,Female,None ,Widowed,1 adult Household,1,60,0,0
Meru,Rural,Female,Some primary ,Divorced/separated,1 adult Household,1,72,0,0
Kisii,Urban,Male,Some secondary,Single/Never Married,>1 adult Household,0,20,1,0
Nyeri,Urban,Female,Some university,Single/Never Married,1 adult Household,0,19,1,0
Busia,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,40,0,0
Siaya,Urban,Female,Primary completed,Divorced/separated,>1 adult Household,0,29,1,0
Tana River,Urban,Male,Primary completed,Single/Never Married,1 adult Household,0,32,1,0
Trans Nzoia,Rural,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,26,1,1
Samburu,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,52,0,0
Mombasa,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,32,1,0
Isiolo,Urban,Male,Some secondary,Single/Never Married,>1 adult Household,0,19,1,0
Kiambu,Rural,Female,Primary completed,Single/Never Married,>1 adult Household,0,35,1,1
Nandi,Urban,Female,Some secondary,Divorced/separated,1 adult Household,1,27,1,0
Nyeri,Rural,Female,None ,Divorced/separated,1 adult Household,0,63,0,0
Nakuru,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,40,0,0
Garissa,Urban,Female,None ,Married/Living with partner,>1 adult Household,0,50,0,0
Bungoma,Urban,Female,Secondary completed ,Married/Living with partner,>1 adult Household,0,47,0,0
Mombasa,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,34,1,0
Nyamira,Rural,Female,Primary completed,Single/Never Married,>1 adult Household,0,21,1,1
Siaya,Rural,Female,Some secondary,Single/Never Married,>1 adult Household,1,22,1,1
Vihiga,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,47,0,0
Kakamega,Rural,Female,Primary completed,Married/Living with partner,>1 adult Household,0,35,1,1
Nairobi City,Urban,Female,Primary completed,Single/Never Married,1 adult Household,0,25,1,0
Vihiga,Urban,Female,Completed technical training after secondary school,Single/Never Married,1 adult Household,0,27,1,0
Marsabit,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,39,0,0
Taita-Taveta,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,42,0,0
Meru,Rural,Female,Some primary ,Widowed,>1 adult Household,1,60,0,0
Nyandarua,Urban,Male,Secondary completed ,Single/Never Married,>1 adult Household,1,18,1,0
Murang'a,Urban,Male,Primary completed,Single/Never Married,>1 adult Household,1,19,1,0
Bungoma,Rural,Male,Some primary ,Divorced/separated,1 adult Household,1,27,1,1
Kajiado,Rural,Female,University completed ,Married/Living with partner,>1 adult Household,0,27,1,1
Laikipia,Rural,Female,Secondary completed ,Single/Never Married,1 adult Household,0,42,0,0
Machakos,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,40,0,0
Migori,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,35,1,1
Nandi,Rural,Female,Primary completed,Married/Living with partner,1 adult Household,0,30,1,1
Kirinyaga,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,38,0,0
Mandera,Urban,Female,None ,Divorced/separated,1 adult Household,0,38,0,0
Kakamega,Urban,Female,Some primary ,Divorced/separated,1 adult Household,0,37,0,0
Nyeri,Rural,Female,Primary completed,Married/Living with partner,>1 adult Household,0,40,0,0
Mandera,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,28,1,1
Nyeri,Rural,Male,University completed ,Married/Living with partner,1 adult Household,0,66,0,0
Mandera,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,31,1,1
Nandi,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,21,1,1
Kwale,Rural,Female,Primary completed,Single/Never Married,>1 adult Household,0,22,1,1
Embu,Rural,Male,Some primary ,Widowed,1 adult Household,0,47,0,0
Makueni,Urban,Male,Some primary ,Single/Never Married,>1 adult Household,0,23,1,0
Kericho,Rural,Male,Some university,Married/Living with partner,>1 adult Household,0,19,1,1
Kisumu,Urban,Female,Primary completed,Divorced/separated,>1 adult Household,0,36,0,0
Uasin Gishu,Urban,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,25,1,0
Kitui,Urban,Male,Some secondary,Single/Never Married,>1 adult Household,0,23,1,0
Trans Nzoia,Rural,Female,Secondary completed ,Married/Living with partner,>1 adult Household,0,25,1,1
Nandi,Rural,Female,None ,Widowed,>1 adult Household,0,77,0,0
Wajir,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,18,1,1
Machakos,Rural,Male,Primary completed,Widowed,>1 adult Household,0,49,0,0
Marsabit,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,70,0,0
Embu,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,65,0,0
Bungoma,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,32,1,0
West Pokot,Urban,Female,Secondary completed ,Married/Living with partner,>1 adult Household,0,32,1,0
Lamu,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,46,0,0
Elgeyo-Marakwet,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,1,43,0,0
Kisii,Urban,Female,Some technical training after secondary school,Single/Never Married,1 adult Household,0,20,1,0
Migori,Rural,Female,Primary completed,Married/Living with partner,1 adult Household,0,27,1,1
Marsabit,Rural,Male,None ,Single/Never Married,>1 adult Household,1,20,1,1
Meru,Rural,Male,Some primary ,Widowed,>1 adult Household,0,44,0,0
Uasin Gishu,Urban,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,18,1,0
Isiolo,Rural,Male,University completed ,Married/Living with partner,>1 adult Household,0,34,1,1
Embu,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,60,0,0
Elgeyo-Marakwet,Rural,Male,University completed ,Single/Never Married,>1 adult Household,0,26,1,1
Turkana,Rural,Female,None ,Married/Living with partner,>1 adult Household,1,80,0,0
Turkana,Urban,Male,Some secondary,Married/Living with partner,>1 adult Household,0,29,1,0
Wajir,Rural,Female,None ,Widowed,>1 adult Household,0,42,0,0
Kericho,Urban,Female,Some primary ,Divorced/separated,1 adult Household,1,34,1,0
Kisumu,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,30,1,1
Bungoma,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,26,1,1
Wajir,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,1,19,1,1
Nyeri,Urban,Male,Primary completed,Single/Never Married,1 adult Household,0,32,1,0
Uasin Gishu,Urban,Female,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,28,1,0
Kitui,Urban,Female,Some secondary,Single/Never Married,>1 adult Household,1,19,1,0
Kiambu,Urban,Female,Completed technical training after secondary school,Single/Never Married,1 adult Household,0,26,1,0
Nakuru,Rural,Male,Some primary ,Divorced/separated,1 adult Household,0,81,0,0
Bungoma,Rural,Female,None ,Widowed,1 adult Household,0,68,0,0
Uasin Gishu,Rural,Female,Primary completed,Single/Never Married,>1 adult Household,0,21,1,1
Uasin Gishu,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,49,0,0
Kakamega,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,60,0,0
Kwale,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,27,1,1
Kakamega,Urban,Female,Some primary ,Married/Living with partner,1 adult Household,0,28,1,0
Nyamira,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,28,1,1
Nakuru,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,26,1,0
Wajir,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,40,0,0
Homabay,Rural,Male,Primary completed,Single/Never Married,>1 adult Household,1,22,1,1
Trans Nzoia,Rural,Female,Some technical training after secondary school,Single/Never Married,>1 adult Household,0,23,1,1
Murang'a,Rural,Female,Some primary ,Widowed,1 adult Household,1,72,0,0
Kericho,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,36,0,0
Bungoma,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,49,0,0
Bungoma,Rural,Female,Some primary ,Widowed,1 adult Household,0,79,0,0
Embu,Urban,Male,Secondary completed ,Divorced/separated,1 adult Household,0,32,1,0
Bomet,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,70,0,0
Kajiado,Urban,Female,Completed technical training after secondary school,Single/Never Married,1 adult Household,0,24,1,0
Kiambu,Urban,Female,Primary completed,Married/Living with partner,>1 adult Household,0,69,0,0
Busia,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,29,1,1
Tharaka-Nithi,Urban,Male,Some technical training after secondary school,Married/Living with partner,>1 adult Household,0,39,0,0
Lamu,Rural,Female,Some secondary,Single/Never Married,>1 adult Household,1,22,1,1
Makueni,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,60,0,0
Baringo,Urban,Female,Primary completed,Single/Never Married,>1 adult Household,0,50,0,0
Vihiga,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,32,1,0
Elgeyo-Marakwet,Rural,Female,Secondary completed ,Married/Living with partner,>1 adult Household,1,27,1,1
West Pokot,Urban,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,26,1,0
Baringo,Rural,Female,None ,Married/Living with partner,1 adult Household,1,54,0,0
Samburu,Urban,Female,None ,Widowed,1 adult Household,1,91,0,0
Makueni,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,73,0,0
Laikipia,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,35,1,1
Tharaka-Nithi,Rural,Male,Some technical training after secondary school,Married/Living with partner,>1 adult Household,0,32,1,1
Kakamega,Rural,Female,None ,Widowed,1 adult Household,0,71,0,0
Nakuru,Urban,Female,Secondary completed ,Divorced/separated,1 adult Household,0,33,1,0
Migori,Urban,Female,Some primary ,Widowed,1 adult Household,0,58,0,0
Kajiado,Urban,Male,Other (Specify) ,Married/Living with partner,>1 adult Household,0,32,1,0
Isiolo,Urban,Male,Some secondary,Married/Living with partner,>1 adult Household,0,49,0,0
Migori,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,36,0,0
Kericho,Rural,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,29,1,1
Busia,Rural,Male,Secondary completed ,Divorced/separated,1 adult Household,0,35,1,1
Nakuru,Urban,Female,Some university,Married/Living with partner,>1 adult Household,0,28,1,0
Laikipia,Rural,Female,Some primary ,Divorced/separated,1 adult Household,0,43,0,0
Trans Nzoia,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,66,0,0
Migori,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,63,0,0
Turkana,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,36,0,0
Bungoma,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,24,1,1
Migori,Rural,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,45,0,0
Nyandarua,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,63,0,0
Mandera,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,34,1,1
Vihiga,Rural,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,39,0,0
Mandera,Urban,Male,None ,Married/Living with partner,>1 adult Household,0,45,0,0
Migori,Rural,Female,Some primary ,Widowed,>1 adult Household,0,34,1,1
Turkana,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,30,1,1
Samburu,Urban,Female,Secondary completed ,Married/Living with partner,1 adult Household,0,38,0,0
Uasin Gishu,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,27,1,0
Kwale,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,34,1,1
Isiolo,Urban,Male,Primary completed,Divorced/separated,1 adult Household,0,39,0,0
Mombasa,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,34,1,0
Trans Nzoia,Urban,Female,Some secondary,Married/Living with partner,>1 adult Household,0,54,0,0
Murang'a,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,75,0,0
Tharaka-Nithi,Urban,Female,Completed technical training after secondary school,Single/Never Married,1 adult Household,0,30,1,0
Nakuru,Rural,Male,None ,Widowed,1 adult Household,0,77,0,0
Nairobi City,Urban,Male,Some secondary,Married/Living with partner,>1 adult Household,0,61,0,0
Homabay,Rural,Male,Some secondary,Single/Never Married,>1 adult Household,1,18,1,1
Migori,Rural,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,36,0,0
Nakuru,Rural,Female,Primary completed,Widowed,1 adult Household,0,52,0,0
Nairobi City,Urban,Male,Primary completed,Widowed,1 adult Household,0,68,0,0
Meru,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,65,0,0
Kisii,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,1,75,0,0
Marsabit,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,30,1,1
Kericho,Rural,Male,Secondary completed ,Single/Never Married,1 adult Household,0,39,0,0
West Pokot,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,27,1,1
Elgeyo-Marakwet,Rural,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,25,1,1
Homabay,Urban,Female,Secondary completed ,Single/Never Married,1 adult Household,0,25,1,0
Kericho,Rural,Female,Some primary ,Divorced/separated,1 adult Household,0,38,0,0
Siaya,Urban,Female,Some technical training after secondary school,Single/Never Married,>1 adult Household,1,22,1,0
Turkana,Rural,Female,None ,Widowed,1 adult Household,1,42,0,0
Kitui,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,1,77,0,0
Murang'a,Rural,Female,Primary completed,Married/Living with partner,1 adult Household,0,28,1,1
Kitui,Urban,Male,University completed ,Married/Living with partner,>1 adult Household,0,33,1,0
West Pokot,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,29,1,1
Kakamega,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,77,0,0
Mombasa,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,33,1,0
Nyamira,Urban,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,58,0,0
Nyamira,Rural,Female,Primary completed,Married/Living with partner,1 adult Household,0,26,1,1
Tharaka-Nithi,Rural,Female,Some primary ,Married/Living with partner,1 adult Household,0,50,0,0
Kiambu,Urban,Female,University completed ,Single/Never Married,>1 adult Household,0,28,1,0
Trans Nzoia,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,60,0,0
Tana River,Rural,Male,Secondary completed ,Widowed,>1 adult Household,0,42,0,0
Busia,Rural,Female,Some primary ,Single/Never Married,>1 adult Household,1,18,1,1
Taita-Taveta,Urban,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,41,0,0
Kajiado,Urban,Male,University completed ,Single/Never Married,1 adult Household,0,27,1,0
Nyeri,Rural,Male,Primary completed,Married/Living with partner,1 adult Household,0,47,0,0
Marsabit,Rural,Female,Some primary ,Single/Never Married,>1 adult Household,1,18,1,1
Nairobi City,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,38,0,0
Murang'a,Rural,Female,Some primary ,Married/Living with partner,1 adult Household,0,59,0,0
Taita-Taveta,Rural,Male,Primary completed,Widowed,1 adult Household,0,65,0,0
Samburu,Urban,Male,University completed ,Married/Living with partner,>1 adult Household,0,30,1,0
Nairobi City,Urban,Male,Some university,Single/Never Married,1 adult Household,0,23,1,0
Lamu,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,1,69,0,0
Bungoma,Urban,Male,Some secondary,Married/Living with partner,1 adult Household,0,41,0,0
Nakuru,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,59,0,0
Machakos,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,35,1,1
Lamu,Rural,Female,Primary completed,Widowed,1 adult Household,0,42,0,0
Kwale,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,69,0,0
Nakuru,Urban,Female,Completed technical training after secondary school,Married/Living with partner,1 adult Household,0,40,0,0
Isiolo,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,60,0,0
Taita-Taveta,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,27,1,1
Meru,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,1,28,1,1
Kiambu,Urban,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,54,0,0
Nyamira,Rural,Female,Secondary completed ,Single/Never Married,>1 adult Household,1,18,1,1
Kiambu,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,66,0,0
Migori,Rural,Female,Some secondary,Married/Living with partner,>1 adult Household,0,30,1,1
Siaya,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,20,1,1
Murang'a,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,30,1,1
Kajiado,Urban,Male,None ,Divorced/separated,1 adult Household,0,62,0,0
Taita-Taveta,Urban,Male,Some secondary,Married/Living with partner,1 adult Household,0,42,0,0
Wajir,Urban,Female,None ,Married/Living with partner,>1 adult Household,0,64,0,0
Embu,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,40,0,0
Wajir,Rural,Female,None ,Widowed,>1 adult Household,0,60,0,0
Kisumu,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,42,0,0
Uasin Gishu,Urban,Male,Completed technical training after secondary school,Single/Never Married,>1 adult Household,0,22,1,0
Kisii,Rural,Male,Some university,Single/Never Married,>1 adult Household,0,23,1,1
Bomet,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,35,1,1
Kajiado,Urban,Male,University completed ,Married/Living with partner,>1 adult Household,0,65,0,0
Garissa,Urban,Male,Some secondary,Married/Living with partner,>1 adult Household,0,38,0,0
Nandi,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,38,0,0
Makueni,Rural,Female,None ,Widowed,1 adult Household,0,70,0,0
Homabay,Rural,Female,None ,Widowed,1 adult Household,1,87,0,0
Kisii,Rural,Female,Primary completed,Single/Never Married,>1 adult Household,0,23,1,1
Samburu,Rural,Female,None ,Married/Living with partner,>1 adult Household,1,47,0,0
Trans Nzoia,Rural,Female,Completed technical training after secondary school,Single/Never Married,>1 adult Household,0,23,1,1
Migori,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,28,1,1
Kwale,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,30,1,1
Meru,Rural,Male,Primary completed,Single/Never Married,>1 adult Household,0,30,1,1
Uasin Gishu,Rural,Female,Some secondary,Single/Never Married,1 adult Household,0,25,1,1
Wajir,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,60,0,0
Nairobi City,Urban,Male,Completed technical training after secondary school,Single/Never Married,1 adult Household,0,49,0,0
Samburu,Urban,Female,None ,Married/Living with partner,>1 adult Household,0,29,1,0
Nairobi City,Urban,Female,Primary completed,Single/Never Married,1 adult Household,0,23,1,0
Bomet,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,38,0,0
Garissa,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,35,1,1
Bungoma,Rural,Male,University completed ,Married/Living with partner,>1 adult Household,0,40,0,0
Nyandarua,Rural,Female,Some primary ,Single/Never Married,>1 adult Household,0,22,1,1
Nakuru,Rural,Female,Some primary ,Widowed,1 adult Household,0,66,0,0
Isiolo,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,30,1,1
Bungoma,Urban,Female,Some secondary,Divorced/separated,1 adult Household,0,42,0,0
Tharaka-Nithi,Rural,Male,Some primary ,Single/Never Married,>1 adult Household,0,20,1,1
West Pokot,Urban,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,24,1,0
Bomet,Rural,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,33,1,1
Garissa,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,49,0,0
Kisumu,Urban,Male,University completed ,Married/Living with partner,>1 adult Household,0,67,0,0
Busia,Rural,Female,Some secondary,Divorced/separated,>1 adult Household,0,42,0,0
Makueni,Rural,Female,Some university,Single/Never Married,1 adult Household,0,19,1,1
Uasin Gishu,Urban,Male,Some secondary,Married/Living with partner,>1 adult Household,0,32,1,0
Kisii,Urban,Female,Secondary completed ,Married/Living with partner,>1 adult Household,0,72,0,0
West Pokot,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,34,1,0
Kitui,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,93,0,0
Meru,Rural,Female,None ,Widowed,1 adult Household,0,70,0,0
Elgeyo-Marakwet,Rural,Female,Some primary ,Single/Never Married,1 adult Household,0,45,0,0
Siaya,Rural,Male,University completed ,Married/Living with partner,>1 adult Household,0,62,0,0
Trans Nzoia,Urban,Female,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,25,1,0
Siaya,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,45,0,0
Kisii,Rural,Female,None ,Widowed,1 adult Household,1,80,0,0
Busia,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,62,0,0
Vihiga,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,62,0,0
Machakos,Rural,Female,Some primary ,Divorced/separated,>1 adult Household,0,54,0,0
Kiambu,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,25,1,0
Siaya,Rural,Female,None ,Widowed,1 adult Household,0,67,0,0
Nakuru,Urban,Female,Primary completed,Divorced/separated,1 adult Household,1,65,0,0
Siaya,Rural,Female,Some primary ,Widowed,1 adult Household,0,65,0,0
Bomet,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,46,0,0
West Pokot,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,45,0,0
Makueni,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,20,1,0
Kakamega,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,1,20,1,1
Busia,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,75,0,0
Garissa,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,34,1,0
Marsabit,Rural,Female,Some primary ,Single/Never Married,>1 adult Household,0,20,1,1
Kitui,Rural,Female,Primary completed,Married/Living with partner,>1 adult Household,0,48,0,0
Trans Nzoia,Rural,Male,Primary completed,Single/Never Married,1 adult Household,0,27,1,1
Trans Nzoia,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,42,0,0
Siaya,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,31,1,0
Nyeri,Rural,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,57,0,0
Kitui,Rural,Female,Secondary completed ,Widowed,>1 adult Household,0,46,0,0
Kakamega,Urban,Female,Some secondary,Single/Never Married,>1 adult Household,0,22,1,0
Isiolo,Urban,Male,Completed technical training after secondary school,Single/Never Married,1 adult Household,0,26,1,0
Elgeyo-Marakwet,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,28,1,1
Nyamira,Rural,Female,None ,Widowed,1 adult Household,0,69,0,0
Kericho,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,23,1,1
Kwale,Rural,Female,Secondary completed ,Divorced/separated,1 adult Household,0,34,1,1
Kirinyaga,Rural,Male,Secondary completed ,Divorced/separated,1 adult Household,0,32,1,1
Trans Nzoia,Rural,Male,Some primary ,Divorced/separated,1 adult Household,1,43,0,0
Kwale,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,26,1,1
Bomet,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,62,0,0
Tana River,Rural,Female,Some primary ,Single/Never Married,>1 adult Household,1,18,1,1
Isiolo,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,22,1,1
Nakuru,Rural,Female,Primary completed,Widowed,>1 adult Household,1,58,0,0
Tana River,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,29,1,1
Nyamira,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,35,1,1
Samburu,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,28,1,1
Elgeyo-Marakwet,Urban,Female,Some primary ,Widowed,>1 adult Household,0,58,0,0
Nakuru,Urban,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,21,1,0
Murang'a,Rural,Female,Secondary completed ,Married/Living with partner,1 adult Household,0,33,1,1
Kwale,Rural,Female,Primary completed,Single/Never Married,>1 adult Household,1,18,1,1
Kajiado,Urban,Male,None ,Single/Never Married,>1 adult Household,1,28,1,0
Siaya,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,19,1,1
Isiolo,Rural,Female,None ,Widowed,1 adult Household,1,85,0,0
Machakos,Urban,Male,Some primary ,Single/Never Married,>1 adult Household,0,32,1,0
Murang'a,Rural,Male,Some primary ,Widowed,1 adult Household,0,60,0,0
Homabay,Rural,Female,None ,Widowed,1 adult Household,1,80,0,0
Laikipia,Rural,Male,Some primary ,Married/Living with partner,1 adult Household,0,53,0,0
Bomet,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,65,0,0
Nakuru,Rural,Female,Primary completed,Married/Living with partner,1 adult Household,1,25,1,1
Wajir,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,32,1,1
Kericho,Urban,Male,Completed technical training after secondary school,Married/Living with partner,1 adult Household,0,30,1,0
Siaya,Rural,Female,Some primary ,Widowed,1 adult Household,0,52,0,0
Kakamega,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,50,0,0
Laikipia,Rural,Female,Primary completed,Married/Living with partner,>1 adult Household,0,38,0,0
Kakamega,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,76,0,0
Elgeyo-Marakwet,Rural,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,26,1,1
Garissa,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,28,1,1
Machakos,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,26,1,0
Kisumu,Urban,Female,Some primary ,Widowed,>1 adult Household,0,35,1,0
Nairobi City,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,26,1,0
Meru,Rural,Male,Some primary ,Single/Never Married,>1 adult Household,0,48,0,0
Narok,Rural,Female,None ,Married/Living with partner,1 adult Household,0,35,1,1
Turkana,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,35,1,1
